0	7.05067347264259
0.1	-0.206809000264345
0.2	12.7967495639016
0.3	23.6113825707212
0.4	19.2481337260648
0.5	33.4747928621353
0.6	36.2782265432863
0.7	36.3836253844203
0.8	34.6870063593481
0.9	32.0746018489099
1	35.1575944621466
1.1	63.6421949184011
1.2	33.4248471853794
1.3	40.4102746378395
1.4	47.8951895206408
1.5	66.6141298369309
1.6	52.3020770043014
1.7	49.7221644107711
1.8	52.0011020212026
1.9	71.6807675252393
2	75.4145569369797
2.1	64.0107540070006
2.2	79.9859146125911
2.3	71.0333451779411
2.4	82.8448569389149
2.5	68.3071542710807
2.6	97.5353290423832
2.7	83.6621252321079
2.8	78.6609338727693
2.9	82.4399291119907
3	71.637487196828
3.1	69.5164882226527
3.2	67.8571313917514
3.3	54.488556880683
3.4	86.3626741365134
3.5	104.395835827795
3.6	76.4745203799586
3.7	85.3421893865501
3.8	77.3209354503918
3.9	81.9075287265005
4	91.931515858119
4.1	92.498718913832
4.2	100.231212397021
4.3	69.7722822803707
4.4	90.4799242889718
4.5	96.9821183846484
4.6	79.8042247243088
4.7	93.483185314117
4.8	76.0795674906996
4.9	91.0064962537343
5	74.8782675984876
5.1	69.8439942151938
5.2	83.8889840917026
5.3	96.804630399923
5.4	79.4942042376488
5.5	95.0200195977884
5.6	96.1101050074514
5.7	71.8307971185105
5.8	74.5135412746437
5.9	91.6157616002516
6	62.0868071877202
6.1	70.7519975776494
6.2	64.848566823493
6.3	62.2357614934071
6.4	44.368012884916
6.5	57.1053525057366
6.6	55.2207971951847
6.7	47.8644136928189
6.8	59.9511184895321
6.9	25.3146431150185
7	37.9383925572972
7.1	47.0089762977183
7.2	52.3367725366066
7.3	35.930780521315
7.4	37.8578967866218
7.5	29.4793044618444
7.6	25.9065820992402
7.7	25.7611679919946
7.8	3.69661857780221
7.9	9.03410935334085
8	8.7188108222893
8.1	-3.61576923800764
8.2	10.2418511446523
8.3	-1.94154337670726
8.4	-18.3848433562369
8.5	-22.9959961386619
8.6	-29.677246696723
8.7	-29.7665549093983
8.8	-29.9897802277234
8.9	-31.3655308986372
9	-38.0604640040609
9.1	-48.3500353337379
9.2	-30.4869112933726
9.3	-47.5395404863757
9.4	-42.7944390833297
9.5	-65.5443104891898
9.6	-73.1032864429914
9.7	-70.7556948026174
9.8	-79.6388126414765
9.9	-79.1167565572965
10	-73.2885911764388
